longitude,latitude,type,filterrank,category_en,sizerank,maki,class,name
-70.56675598025322,-33.41169057656563,Sports Centre,4,Sports Complex,15,marker,sport_and_leisure,Pacific Fitness
-70.56653872132301,-33.411909991933555,Yes,5,,16,marker,general,Automóvil Club de Chile
-70.56842297315598,-33.41128868677575,Hospital,2,Hospital,16,hospital,medical,Cirujias Plasticas Acqua
-70.56645691394806,-33.412216724733106,Clinic,5,Clinic,16,doctor,medical,Clínica CELA Manquehue
-70.56637644767761,-33.412593982201805,Yes,5,Shop,16,marker,store_like,Multimarket
-70.56849807500839,-33.4110804645934,Hospital,1,Hospital,16,hospital,medical,NovaVida
-70.56814536452293,-33.410892392515784,Driving School,5,Driving School,16,marker,commercial_services,Escuela de Conductores San Cristóbal
-70.56872874498367,-33.411112929375115,Kindergarten,3,Kindergarten,15,school,education,Sol del Inca
-70.56675598025322,-33.41106143350883,Clinic,5,Clinic,16,doctor,medical,Integramédica Centro de Exámenes
-70.56826069951057,-33.41080283424046,Veterinary,5,Veterinary Office,16,veterinary,commercial_services,Pet Beauty
-70.56916058063507,-33.41133682409095,Beauty,4,Shop,16,marker,store_like,Via Principessa
-70.5670228600502,-33.41084089651875,Mall,5,Mall,14,shop,store_like,
-70.56678280234337,-33.410945007959484,Supermarket,1,Supermarket,16,grocery,food_and_drink_stores,Santa Isabel
-70.56819766759872,-33.410718873273474,Hairdresser,5,Shop,16,marker,store_like,Sall Hair
-70.5694180727005,-33.41288504025663,Arts Centre,3,Arts Center,16,art-gallery,arts_and_entertainment,La Dante
-70.56598484516144,-33.41288504025663,Bicycle Rental,5,Bicycle Rental,16,bicycle,commercial_services,Bikesantiago
-70.56579172611237,-33.412105898043656,Car Rental,4,Car Rental,16,car-rental,commercial_services,West
-70.56577429175377,-33.412394718817175,Paint,5,Shop,16,marker,store_like,Sherwin-Williams
-70.56584134697914,-33.41171632431608,Car Rental,4,Car Rental,15,car-rental,commercial_services,Econorent
-70.56587487459183,-33.41157751026679,Musical Instrument,3,Shop,15,marker,store_like,Yamaha
-70.56698262691498,-33.410590132966455,Variety Store,5,Variety Store,16,shop,store_like,Doremi
-70.56607872247696,-33.411186814695135,Yes,5,Shop,16,marker,store_like,Sex City
-70.56573405861855,-33.412553681778874,Yes,5,Shop,16,marker,store_like,Scholl
-70.56689947843552,-33.41053863679023,Cafe,5,Cafe,16,cafe,food_and_drink,Juan Valdéz
-70.56567370891571,-33.41273951135114,Restaurant,2,Restaurant,16,restaurant,food_and_drink,Gaon
-70.56614845991135,-33.41090246781597,Dentist,5,Dentist,16,dentist,medical,Uno Dental
-70.56576758623123,-33.41135249669945,Commercial,3,,15,marker,building,Edificio Apufrente
-70.56565895676613,-33.41284026215784,Yes,5,Shop,16,marker,store_like,Li Mat Co
-70.56761562824249,-33.41020838884735,Fast Food,5,Fast Food,16,fast-food,food_and_drink,Subway
-70.56620612740517,-33.41068304990285,Sports,3,Sporting Goods Store,16,shop,store_like,Alce Riders
-70.56786507368088,-33.41019719397982,Fast Food,5,Fast Food,16,fast-food,food_and_drink,Fritz
-70.56989550590515,-33.41312124434569,Playground,5,Playground,16,playground,park_like,
-70.56559190154076,-33.41308206361706,Yes,4,Shop,16,marker,store_like,Musicarro
-70.56835189461708,-33.414162325803005,Kindergarten,4,Kindergarten,16,school,education,Querubines
-70.56710466742516,-33.41022630063238,Dressmaker,5,Dressmaker,16,shop,store_like,Atria
-70.56974396109581,-33.41098307017548,Hvac,4,,16,marker,commercial_services,Tecnapex
-70.56693434715271,-33.410254287789115,Parking,5,Car Parking,16,parking,motorist,Estacionamiento Apumanque
-70.56835055351257,-33.41019159654552,Sports,5,Sporting Goods Store,16,shop,store_like,Alltennis
-70.56767463684082,-33.41011771037892,Fast Food,5,,16,restaurant-pizza,food_and_drink,Pizza Hut
-70.56786775588989,-33.41009532061905,Fast Food,5,Fast Food,16,fast-food,food_and_drink,KFC
-70.56876629590988,-33.41026324367736,Hairdresser,5,Shop,16,marker,store_like,Peluqueria Elena
-70.56864827871323,-33.410216225253755,Post Office,5,Post Office,16,post,public_facilities,Correos de Chile
-70.5688065290451,-33.410266602135216,Hairdresser,5,Shop,16,marker,store_like,Peluqueria Silkey
-70.56699469685555,-33.410172565266194,Mobile Phone,5,Mobile Phone Store,16,mobile-phone,store_like,Claro
-70.56838810443878,-33.41011994935458,Hairdresser,5,Shop,16,marker,store_like,Peluqueria Forma 7
-70.56757271289825,-33.410029270793814,Toys,5,Toy Store,16,shop,store_like,Mirax
-70.56796431541443,-33.4100236733487,Fast Food,5,Fast Food,16,fast-food,food_and_drink,Burger King
-70.56979894638062,-33.41084649391121,Hairdresser,4,Shop,16,marker,store_like,EasyNails
-70.569868683815,-33.41089127303791,Yes,4,Shop,16,marker,store_like,Caoba
-70.5690224468708,-33.41026884110704,Post Office,5,Post Office,16,post,public_facilities,Chilexpress
-70.57656615972519,-33.454006210927304,Bank,5,Bank,16,bank,commercial_services,Itaú
-70.57591035962105,-33.453935718820915,Bicycle Rental,5,Bicycle Rental,16,bicycle,commercial_services,Bikesantiago
-70.57586878538132,-33.45386522665722,Park,3,Park,15,park,park_like,Plaza Los Guindos
-70.57653933763504,-33.45326436255505,Cafe,4,Cafe,16,cafe,food_and_drink,Cafe del Barrio
-70.57592377066612,-33.45347919712563,Police,5,Police,16,police,public_facilities,18 Comisaría Ñuñoa
-70.57617589831352,-33.454416854280865,Travel Agency,4,Travel Agency,16,suitcase,commercial_services,Starrental
-70.5761370062828,-33.454422448863525,Car Rental,3,Car Rental,16,car-rental,commercial_services,Star rental rentacar Ñuñoa
-70.57619199156761,-33.45450077298302,Restaurant,1,Restaurant,15,restaurant,food_and_drink,Happy Everybody
-70.57640790939331,-33.45301372155004,Cafe,4,Cafe,16,cafe,food_and_drink,El Vecino
-70.5765500664711,-33.45301148368066,Restaurant,1,Restaurant,16,restaurant,food_and_drink,Ajiaco
-70.57574808597565,-33.454357551682364,Bureau De Change,5,Currency Exchange,16,marker,commercial_services,Cambios Azul
-70.57558313012123,-33.453484791768794,Police,5,Police,16,police,public_facilities,Prefectura Santiago Oriente
-70.57549998164177,-33.454368740855,Bakery,2,Bakery,16,bakery,food_and_drink_stores,Pasteleria
-70.57542756199837,-33.45440678403115,Laundry,3,Laundry,16,laundry,commercial_services,Lavanderia Lavaseco
-70.57769536972046,-33.4541785247239,Convenience,5,Convenience Store,16,convenience,food_and_drink_stores,Rioli
-70.57508289813995,-33.45413376792653,Fuel,3,Gas Station,14,fuel,motorist,Copec
-70.5764240026474,-33.452579573809345,Restaurant,2,Restaurant,16,restaurant,food_and_drink,Grido Hamburgo Ñuñoa
-70.57494878768921,-33.454149432808244,Parking,5,Car Parking,16,parking,motorist,
-70.57484284043312,-33.453730955710704,Supermarket,1,Supermarket,15,grocery,food_and_drink_stores,Lider Express
-70.57486429810524,-33.4541539084882,Convenience,4,Convenience Store,16,convenience,food_and_drink_stores,Punto Copec
-70.5767311155796,-33.455192259997055,Parking,5,Car Parking,15,parking,motorist,
-70.57623356580734,-33.4552045679684,Clinic,3,Clinic,16,doctor,medical,Clínica Oriente
-70.57524785399437,-33.4525907632114,School,2,School,12,school,education,Colegio Manquecura Ñuñoa
-70.57814195752144,-33.45476707446007,Courthouse,4,Courthouse,16,town-hall,public_facilities,Fiscalía de Alta Complejidad Oriente
-70.57846248149872,-33.4541785247239,Place Of Worship,4,Church,15,religious-christian,religion,Iglesia Metodista San Pablo
-70.57865425944328,-33.45419307067807,Fitness Centre,4,Fitness Center,16,fitness-centre,sport_and_leisure,Gimnasio Pacific
-70.57439491152763,-33.45311666347905,Pharmacy,4,Pharmacy,16,pharmacy,medical,Farmabien
-70.57848796248436,-33.45470105862395,Motorcycle,3,Shop,15,marker,store_like,Honda Suzuki
-70.57830154895782,-33.45257062228667,Park,3,Park,13,park,park_like,Plaza Pedro Montt
-70.57832166552544,-33.45257062228667,Playground,5,Playground,16,playground,park_like,
-70.57552814483643,-33.45568457748788,Fitness Centre,5,Fitness Center,15,fitness-centre,sport_and_leisure,
-70.57417497038841,-33.4531390421431,Dentist,5,Dentist,16,dentist,medical,Consultas Dentales
-70.57498902082443,-33.45216556491865,Fitness Centre,4,Fitness Center,15,fitness-centre,sport_and_leisure,Colegio Manquecura
-70.57891711592674,-33.45419530851697,Car Repair,3,Car Repair Shop,15,car-repair,commercial_services,Lubricentro Irarrazabal
-70.5788205564022,-33.454594761833015,Post Office,4,Post Office,16,post,public_facilities,Correos de Chile
-70.57886347174644,-33.45460930771736,Restaurant,2,Restaurant,16,restaurant,food_and_drink,Akai Sushi
-70.57897344231606,-33.45461490228762,Pharmacy,4,Pharmacy,16,pharmacy,medical,Cruz Verde
-70.57510301470757,-33.45575618707186,School,1,School,13,school,education,Liceo República de Siria
-70.57890370488167,-33.454797285080204,Retail,5,Retail Building,15,shop,store_like,
-70.57387456297874,-33.45309764161007,Bank,4,Bank,15,bank,commercial_services,Banco Santander
-70.57917729020119,-33.45475588533885,Parking,2,Car Parking,15,parking,motorist,Strip Center Irarrázaval
-70.5790901184082,-33.45496288384793,Pet Grooming,4,Shop,16,marker,store_like,Perruqueria Montparnassa
-70.57358756661415,-33.45319498877796,Notary,5,Notary Office,16,marker,commercial_services,Notaria Lorena Quintanilla Leon
-70.5794307589531,-33.45469434514626,Fast Food,3,,16,restaurant-pizza,food_and_drink,Papa John's
-70.57969495654106,-33.45432957874447,Restaurant,2,Restaurant,16,restaurant,food_and_drink,Siraj Shawarma
-70.57324290275574,-33.453158064003,Energy Supplier,5,,16,marker,general,Enel
-70.57976737618446,-33.4543441246733,Restaurant,1,Restaurant,16,restaurant,food_and_drink,Kleine Kneipe
-70.57968020439148,-33.45490581944341,Kindergarten,5,Kindergarten,16,school,education,
-70.57989478111267,-33.45435307601291,Pharmacy,4,Pharmacy,16,pharmacy,medical,Los Orientales
-70.57998597621918,-33.45339192064552,School,4,School,16,school,education,Colegio la Fontaine
-70.60689255595207,-33.44950690937662,Swimming Pool,5,Swimming Pool,16,swimming,sport_and_leisure,
-70.6064660847187,-33.449734062003216,Swimming Pool,5,Swimming Pool,16,swimming,sport_and_leisure,
-70.60634940862656,-33.4489742732985,Government,4,,16,marker,general,Sede Metropolitana Instituto Forestal de Chile
-70.6057633459568,-33.44913988318581,Baby Goods,2,Shop,16,marker,store_like,Bee Bee
-70.60597389936447,-33.448428206024325,Apartments,4,Apartments,15,marker,place_like,Edificio Pedro de Valdivia
-70.60547769069672,-33.45057105275352,Cafe,3,Cafe,16,cafe,food_and_drink,Mozart
-70.60859978199005,-33.45011675128974,School,2,School,16,school,education,Colegio Hospital De Carabineros
-70.6057620048523,-33.45078589399625,Bakery,4,Bakery,16,bakery,food_and_drink_stores,Pasteleria Mozart
-70.60493722558022,-33.45003506629139,Convenience,3,Convenience Store,16,convenience,food_and_drink_stores,Shell
-70.60489699244499,-33.45009437184579,Fuel,2,Gas Station,15,fuel,motorist,Shell
-70.60549512505531,-33.44796158433851,Kindergarten,3,Kindergarten,16,school,education,Querubin
-70.60897797346115,-33.44987393401426,Hospital,1,Hospital,10,hospital,medical,Hospital de Carabineros Hoscar
-70.60603156685829,-33.4514438419914,Kindergarten,4,Kindergarten,16,school,education,Entrepeques
-70.6076167523861,-33.45146957795099,Swimming Pool,5,Swimming Pool,16,swimming,sport_and_leisure,
-70.60435652732849,-33.448692288168175,Restaurant,1,Restaurant,16,restaurant,food_and_drink,Casa Sucre
-70.60618981719017,-33.44707085587753,Bar,2,Bar,16,bar,food_and_drink,La cantina Zapata beer
-70.60971558094025,-33.44996904685293,Place Of Worship,1,Church,15,religious-christian,religion,Capilla Nuestra Señora del Carmen
-70.6053301692009,-33.45160832821024,Cafe,4,Cafe,16,cafe,food_and_drink,Attraversiamo
-70.60357868671417,-33.449922049933924,Kindergarten,5,Kindergarten,16,school,education,
-70.6099770963192,-33.44841142111513,Park,2,Park,15,park,park_like,Plaza Sucre
-70.60359209775925,-33.45025886062409,Cafe,3,Cafe,16,cafe,food_and_drink,Urban Coffee
-70.60520276427269,-33.45193170496901,Restaurant,1,Restaurant,16,restaurant,food_and_drink,OAK Cafe
-70.60357734560966,-33.45034614025732,Confectionery,4,Candy Store,16,confectionery,food_and_drink_stores,Minimarket
-70.60609191656113,-33.446534847784775,Fast Food,4,Fast Food,16,fast-food,food_and_drink,Comida Peruana
-70.60375839471817,-33.45087876791038,Kindergarten,4,Kindergarten,16,school,education,Garden Kids
-70.61045587062836,-33.449397249275,Convenience,4,Convenience Store,16,convenience,food_and_drink_stores,Almacén Flecha
-70.60551390051842,-33.44658296555683,Construction,5,Construction,14,marker,industrial,Edificio Hernán Cortés
-70.61037808656693,-33.45007534931389,Fast Food,3,Fast Food,16,fast-food,food_and_drink,Empanadas Roy Sar
-70.60610800981522,-33.446431898043315,Fast Food,4,Fast Food,16,fast-food,food_and_drink,Comida China
-70.61020776629448,-33.45054195962765,Place Of Worship,2,Church,15,religious-christian,religion,Parroquia de la Santa Cruz
-70.60384958982468,-33.447605741653554,School,3,School,16,school,education,Colegio Isabel La Católica
-70.60307174921036,-33.449955619164385,Restaurant,3,,16,restaurant-pizza,food_and_drink,Santelmo Pizza
-70.60759395360947,-33.45258852533111,Swimming Pool,5,Swimming Pool,16,swimming,sport_and_leisure,
-70.61041161417961,-33.44818650301845,Pharmacy,4,Pharmacy,16,pharmacy,medical,Cruz Verde
-70.60330912470818,-33.44807907924407,Swimming Pool,5,Swimming Pool,16,swimming,sport_and_leisure,
-70.60972094535828,-33.45159601972848,Swimming Pool,5,Swimming Pool,16,swimming,sport_and_leisure,
-70.60298055410385,-33.449944429422345,Restaurant,1,Restaurant,16,restaurant,food_and_drink,Kyosei Sushi
-70.60460329055786,-33.45221367956691,Place Of Worship,5,Church,16,religious-christian,religion,Monasterio Carmelita De San José
-70.60700923204422,-33.45279776688885,Fast Food,5,Fast Food,16,fast-food,food_and_drink,La Empanada Mía
-70.61053767800331,-33.44798732133143,Convenience,3,Convenience Store,16,convenience,food_and_drink_stores,Oxxo
-70.60289338231087,-33.45047146470527,Apartments,4,Apartments,15,marker,place_like,Edificio Delma
-70.60420095920563,-33.45219465749986,Monastery,3,Monastery,12,marker,religion,Monasterio de San José
-70.60860380530357,-33.4526646132287,Fire Station,4,Fire Station,15,fire-station,public_facilities,Primera Compañía del Cuerpo de Bomberos de Ñuñoa
-70.6050056219101,-33.45269146776486,Restaurant,3,Restaurant,16,restaurant,food_and_drink,yami yami C.A
-70.60908660292625,-33.452519151013355,Restaurant,1,Restaurant,16,restaurant,food_and_drink,Los Bomberos
-70.60654655098915,-33.45306966826574,Pastry,3,Pastry Shop,15,marker,food_and_drink_stores,Pastelería Condi
-70.60892298817635,-33.4526366397447,Fire Station,3,Fire Station,15,fire-station,public_facilities,Segunda Compañía del Cuerpo de Bomberos de Ñuñoa
-70.60642451047897,-33.4457504124341,Pharmacy,2,Pharmacy,15,pharmacy,medical,Farmacias Ahumada
-70.60551658272743,-33.44588245768298,Computer,3,Computer Store,15,shop,store_like,WEI
-70.6105001270771,-33.44730249091767,Apartments,2,Apartments,15,marker,place_like,Edificio Fundador
-70.57484954595566,-33.457234240433294,Yes,1,,15,marker,building,Edificio Tempo
-70.57429701089859,-33.456834799276564,Apartments,3,Apartments,15,marker,place_like,Edifio Andalucía
-70.57981565594673,-33.45592961628803,School,5,School,16,school,education,Jardín Infantil CarameLos de Luz
-70.57354733347893,-33.457385289130706,Apartments,3,Apartments,15,marker,place_like,Edificio Ñuñoa Oriente
-70.57786300778389,-33.4583195474489,School,1,School,9,school,education,Colegio San Agustín
-70.57996049523354,-33.45652710525407,Convenience,4,Convenience Store,16,convenience,food_and_drink_stores,Minimarket Marianita
-70.55217012763023,-33.41268689699453,Car,2,Car Dealership,16,car,store_like,Automotora Florencia
-70.55235520005226,-33.41370559482923,Restaurant,1,Restaurant,16,restaurant,food_and_drink,Sushi
-70.55273875594139,-33.413937318932284,Car Repair,4,Car Repair Shop,16,car-repair,commercial_services,Comercial SP
-70.55240750312805,-33.414156728624235,Car,3,Car Dealership,16,car,store_like,B&G
-70.55290907621384,-33.414282105342195,Restaurant,2,Restaurant,16,restaurant,food_and_drink,Garege 0276
-70.55181339383125,-33.41159766070706,School,1,School,14,school,education,Colegio San Jorge
-70.55307537317276,-33.414873164574594,Dry Cleaning,4,Dry Cleaner,16,marker,commercial_services,Eurosec Lavaseco y Lavanderia
-70.552579164505,-33.41519779766879,Veterinary,3,Veterinary Office,16,veterinary,commercial_services,Clinique Vétérinaire Pastuer
-70.55179327726364,-33.410686408344475,Government,4,,16,marker,general,CONAPRAN
-70.5516242980957,-33.410601327783326,Memorial,3,Memorial,16,monument,historic,Casa Presidencial de Tomás Moro
-70.55271193385124,-33.41545190617512,Beauty,5,Shop,16,marker,store_like,Padologia A tus pies
-70.55188179016113,-33.41546757804103,Playground,5,Playground,16,playground,park_like,
-70.55323496460915,-33.41537130796288,Car,4,Car Dealership,16,car,store_like,Melhuish Opel
-70.55195018649101,-33.41558175869306,Park,2,Park,14,park,park_like,Plaza Pedro Lagos
-70.55146872997284,-33.41553810140266,Fast Food,5,Fast Food,16,fast-food,food_and_drink,Fast Lunch
-70.55249065160751,-33.410255407275194,Restaurant,5,Restaurant,16,restaurant,food_and_drink,
-70.54932966828346,-33.41432576326399,Kindergarten,2,Kindergarten,16,school,education,Dominic
-70.55325374007225,-33.415674670289306,Car Repair,5,Car Repair Shop,16,car-repair,commercial_services,FZ Automotriz
-70.54991707205772,-33.41525824645576,Yes,1,Shop,16,marker,store_like,Alsar Gamdo
-70.55045485496521,-33.41030690361935,School,1,School,10,school,education,Colegio del Sagrado Corazón de Apoquindo
-70.5524168908596,-33.40986694473876,Yes,3,,16,marker,building,Raymarine
-70.55102750658989,-33.415923180335355,Kindergarten,1,Kindergarten,16,school,education,Creceres
-70.55186033248901,-33.40981544813377,Car Repair,5,Car Repair Shop,16,car-repair,commercial_services,
-70.55282056331635,-33.41620415254887,Computer,4,Computer Store,16,shop,store_like,Mi Plot
-70.5517865717411,-33.40958707151764,Car Repair,5,Car Repair Shop,16,car-repair,commercial_services,
-70.55340126156807,-33.41625340654842,Car Repair,3,Car Repair Shop,15,car-repair,commercial_services,Villautos Servicio Tecninco
-70.5528125166893,-33.41649295969338,Parking,5,Car Parking,16,parking,motorist,
-70.55284604430199,-33.416711243525725,Car Parts,3,Shop,15,marker,store_like,Autoplanet
-70.55175438523293,-33.40912247997966,Car,4,Car Dealership,16,car,store_like,ACG Mototrs
-70.55262878537178,-33.409104567967006,Commercial,1,,15,marker,building,Emprendedores
-70.55211648344994,-33.40909225345616,Memorial,5,Memorial,16,monument,historic,
-70.55562749505043,-33.415641087796104,Yes,5,,16,marker,general,Eneroen
-70.55521443486214,-33.41596347919473,Park,3,Park,16,park,park_like,Plazoleta Sherlock Holmes
-70.55228009819984,-33.41687691499122,Kindergarten,5,Kindergarten,16,school,education,Jardín Infantil y Sala Cuna Creceres
-70.55450230836868,-33.4164336311723,Yes,5,Shop,16,marker,store_like,Nat & Vo
-70.54759159684181,-33.41272495844718,Kindergarten,2,Kindergarten,16,school,education,Kon Antu
-70.55438831448555,-33.41650527315492,Yes,5,Shop,16,marker,store_like,Bci
-70.55266499519348,-33.40901276884416,Clinic,4,Clinic,16,doctor,medical,Clínica Tomás Moro
-70.55362790822983,-33.417058257719475,Bank,5,Bank,16,bank,commercial_services,Itaú
-70.55689886212349,-33.41473435557084,Yes,2,,16,marker,general,Crys
-70.5515706539154,-33.40874632693818,Pharmacy,2,Pharmacy,16,pharmacy,medical,SalcoBrand
-70.5520199239254,-33.408694829668825,Bicycle Rental,4,Bicycle Rental,16,bicycle,commercial_services,Bikesantiago
-70.55526539683342,-33.416439228204325,Fuel,4,Gas Station,16,fuel,motorist,Shell
-70.55533781647682,-33.416403407193165,Car Repair,5,Car Repair Shop,16,car-repair,commercial_services,Mecahix
-70.55260464549065,-33.41724967463291,Post Office,5,Post Office,16,post,public_facilities,Starken
-70.55284604430199,-33.41723400308861,Fast Food,4,Fast Food,16,fast-food,food_and_drink,McDonald's
-70.55610090494156,-33.4158425825605,Veterinary,5,Veterinary Office,16,veterinary,commercial_services,
-70.5534616112709,-33.417159003515984,Fast Food,5,Fast Food,16,fast-food,food_and_drink,Domino's Pizza
-70.55266499519348,-33.417263107382915,Florist,5,Florist,16,shop,store_like,Floramour
-70.55214866995811,-33.40864781039624,Drinking Water,5,,16,drinking-water,visitor_amenities,
-70.5596575140953,-33.40774436371597,Apartments,5,Apartments,15,marker,place_like,Torre 5 Oriente
-70.55934503674507,-33.40734469471467,Books,4,Book Store,16,shop,store_like,Books & Bits
-70.55995255708694,-33.407729809975066,Apartments,5,Apartments,15,marker,place_like,Torre 5 Poniente
-70.55920422077179,-33.40733237995435,Yes,5,Shop,16,marker,store_like,Hookipo
-70.56001827120781,-33.40733685804921,Bank,5,Bank,16,bank,commercial_services,BCI
-70.56007325649261,-33.40735029233243,Yes,5,Shop,16,marker,store_like,Korea Market
-70.56002363562584,-33.407298794235466,Bicycle,5,Bicycle Shop,16,marker,store_like,Bicicletas Trinx
-70.56012958288193,-33.40735029233243,Yes,5,Shop,16,marker,store_like,Trinx
-70.56032136082649,-33.4077566784179,Doityourself,4,DIY Store,15,hardware,store_like,Ferreteria Belén
-70.56026369333267,-33.40801192821025,Sports Centre,4,Sports Complex,15,marker,sport_and_leisure,Palestra Gimnasia
-70.55868789553642,-33.407298794235466,Fast Food,3,Fast Food,15,fast-food,food_and_drink,Burger King
-70.55968701839447,-33.408603030112964,Sports Centre,1,Sports Complex,15,marker,sport_and_leisure,Club de Bochas
-70.56051045656204,-33.40728535994429,Library,5,Library,16,library,public_facilities,Biblioteca CChC
-70.55998206138611,-33.40872169781316,Sports Centre,3,Sports Complex,15,marker,sport_and_leisure,Multicancha
-70.56069150567055,-33.407337977572894,Bank,5,Bank,16,bank,commercial_services,Banco Internacional
-70.56061372160912,-33.40704130329271,Company,4,,15,marker,general,Cámara Chilena de la Construcción
-70.5580347776413,-33.40732902138304,Convenience,4,Convenience Store,16,convenience,food_and_drink_stores,Barrys Market
-70.56031599640846,-33.40664275058943,Convenience,5,Convenience Store,16,convenience,food_and_drink_stores,Oxxo
-70.56016713380814,-33.40654311212789,Doctors,5,Doctor’s Office,16,doctor,medical,Centro del Alérgico
-70.55792212486267,-33.407379399938954,Bar,3,Bar,16,bar,food_and_drink,Bar Bizarro
-70.55969104170799,-33.40638861630988,Restaurant,2,Restaurant,15,restaurant,food_and_drink,Tip y Tap
-70.56001022458076,-33.40644571262245,Pharmacy,5,Pharmacy,16,pharmacy,medical,Manquehue
-70.55790603160858,-33.40818209432181,University,1,University,13,college,education,Universidad Mayor Campus Oriente
-70.56103616952896,-33.408324272330454,Swimming Pool,5,Swimming Pool,15,swimming,sport_and_leisure,
-70.5594040453434,-33.40617590422683,Restaurant,1,Restaurant,16,restaurant,food_and_drink,Emporio
-70.56132182478905,-33.40805894782704,Swimming Pool,5,Swimming Pool,15,swimming,sport_and_leisure,
-70.55867180228233,-33.40620725130337,School,5,School,16,school,education,Escuela Basica Las Carmelitas De Las Condes
-70.56101202964783,-33.40654311212789,Restaurant,3,Restaurant,16,restaurant,food_and_drink,Club Sandwich Delivery
-70.56158199906349,-33.40775555889961,Playground,5,Playground,15,playground,park_like,
-70.56098252534866,-33.40647929867116,Restaurant,3,Restaurant,16,restaurant,food_and_drink,Mr. Wong
-70.56099459528923,-33.40896351073824,Pitch,2,,14,pitch,sport_and_leisure,Cancha de Fútbol
-70.56105628609657,-33.40651512377544,Fast Food,5,Fast Food,16,fast-food,food_and_drink,La Pica del Sandwich
-70.56111127138138,-33.40656662233698,Fast Food,5,Fast Food,16,fast-food,food_and_drink,Eco Sushi
-70.55889174342155,-33.40596990887102,Furniture,4,Furniture Store,15,furniture,store_like,Thonet
-70.56086450815201,-33.40632592227637,Restaurant,1,Restaurant,15,restaurant,food_and_drink,Fusion Restobar
-70.56121051311493,-33.406591252073014,Bank,5,Bank,16,bank,commercial_services,Banco Santander
-70.5614398419857,-33.40688792789018,Bicycle Rental,5,Bicycle Rental,16,bicycle,commercial_services,Bikesantiago
-70.5614572763443,-33.40854817423449,Sports Centre,1,Sports Complex,9,marker,sport_and_leisure,Stadio Italiano
-70.56001022458076,-33.405863552382,Fire Station,4,Fire Station,15,fire-station,public_facilities,Vigésima Compañía del Cuerpo de Bomberos de Santiago
-70.56174159049988,-33.40840263806252,Restaurant,2,Restaurant,16,restaurant,food_and_drink,Radici
-70.56124404072762,-33.406316965982185,Yes,5,Shop,16,marker,store_like,Magenta Store
-70.55703163146973,-33.40758091387045,Fast Food,4,Fast Food,16,fast-food,food_and_drink,Mataró
-70.55692300200462,-33.40801192821025,Taxi,5,Taxi Stand,16,marker,commercial_services,Taxi
-70.55934369564056,-33.40551649345947,Window Construction,4,Window Construction,16,marker,commercial_services,PH Glass
-70.55694848299026,-33.40834666254684,Mobile Phone,4,Mobile Phone Store,16,mobile-phone,store_like,Movistar
-70.5616745352745,-33.40894000117784,Pitch,3,,15,pitch,sport_and_leisure,Cancha de Futbolito
-70.56135267019272,-33.409363172291464,Parking,5,Car Parking,16,parking,motorist,
-70.55665880441666,-33.407563001539906,Cafe,4,Cafe,16,cafe,food_and_drink,Peregrino Coffee Roasters
-70.56111931800842,-33.405803097056506,School,4,School,16,school,education,Colegio Nuestra Señora del Rosario Las Condes
-70.5619253218174,-33.406508406569515,Arts Centre,4,Arts Center,16,art-gallery,arts_and_entertainment,Corporación Cultural de Las Condes
-70.64343765377998,-33.449096242773216,Restaurant,1,Restaurant,16,restaurant,food_and_drink,Cachapas Don 70
-70.6419087946415,-33.449457674246105,Pet Grooming,5,Shop,16,marker,store_like,G-Pet
-70.64325124025345,-33.449933239678856,Fitness Centre,5,Fitness Center,16,fitness-centre,sport_and_leisure,StarGym
-70.64323782920837,-33.449961214034865,Restaurant,3,Restaurant,16,restaurant,food_and_drink,El Taita Peruano
-70.64330354332924,-33.449979117617985,Kindergarten,5,Kindergarten,16,school,education,Antorcha
-70.6432418525219,-33.44873480979415,Playground,5,Playground,16,playground,park_like,
-70.64335450530052,-33.44999254530289,Restaurant,3,Restaurant,16,restaurant,food_and_drink,Puro Peru
-70.64340680837631,-33.45000149709168,Restaurant,4,Restaurant,16,restaurant,food_and_drink,Sekai Sushi
-70.64291596412659,-33.44857031812539,Police,5,Police,16,police,public_facilities,28 Comisaría Fuerzas Especiales
-70.64325124025345,-33.45012346512181,Park,4,Park,15,park,park_like,Plaza Stuttgart
-70.64311847090721,-33.450215220774545,Bicycle Rental,5,Bicycle Rental,16,bicycle,commercial_services,
-70.64378634095192,-33.44926968530886,Parking,5,Car Parking,15,parking,motorist,
-70.64158424735069,-33.44940843908764,Convenience,4,Convenience Store,16,convenience,food_and_drink_stores,OK Market
-70.6433156132698,-33.44855129525922,Park,4,Park,14,park,park_like,Plaza San Isidro
-70.64155206084251,-33.44950243345683,Convenience,4,Convenience Store,16,convenience,food_and_drink_stores,Big John
-70.64295887947083,-33.44840470715054,Police,5,Police,16,police,public_facilities,29 Comisaría Fuerzas Especiales
-70.6415145099163,-33.449607617511084,Laundry,5,Laundry,16,laundry,commercial_services,Lavamatic
-70.64167141914368,-33.44997352274866,Memorial,4,Memorial,16,monument,historic,Cristian Martínez
-70.64150780439377,-33.44972846711808,Bicycle Rental,5,Bicycle Rental,16,bicycle,commercial_services,Bikesantiago
-70.64216494560242,-33.45038642313534,Car Repair,5,Car Repair Shop,16,car-repair,commercial_services,Servicios Recon
-70.64211666584015,-33.450379709323634,Restaurant,5,,16,restaurant-pizza,food_and_drink,MIlano's Pizza
